Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number,ClassId
GOPR0457-converted-006-noLeftTurn-start29715.mp4_image13.png,keepRight,379,371,395,393,0,0,raw_videos/GOPR0457-converted-006.mp4,30674,tracks/GOPR0457-converted-006-noLeftTurn-start29715.mp4,959,6
2021_0823_165831_035B-schoolAhead-start12260.MOV_image5.png,curveRightOnly,759,169,812,246,0,0,raw_videos/2021_0823_165831_035B.MOV,12329,tracks/2021_0823_165831_035B-schoolAhead-start12260.MOV,69,36
2021_0819_085433_069A-stop-start1550.MOV_image12.png,stop,692,189,741,247,0,0,raw_videos/2021_0819_085433_069A.MOV,1804,tracks/2021_0819_085433_069A-stop-start1550.MOV,254,14
GOPR0460-converted-007-speedLimit55-start20400.mp4_image2.png,speedLimit55,749,314,768,336,0,0,raw_videos/GOPR0460-converted-007.mp4,20424,tracks/GOPR0460-converted-007-speedLimit55-start20400.mp4,24,24
2021_0901_101325_073A-speedLimit30-start2525.MOV_image2.png,speedLimit30,563,261,575,280,0,0,raw_videos/2021_0901_101325_073A.MOV,2564,tracks/2021_0901_101325_073A-speedLimit30-start2525.MOV,39,17
GOPR0460-converted-007-shiftRight-start22635.mp4_image0.png,shiftRight,344,315,378,352,0,0,raw_videos/GOPR0460-converted-007.mp4,22674,tracks/GOPR0460-converted-007-shiftRight-start22635.mp4,39,29
2021_0901_101325_073A-pedestrianCrossing-start320.MOV_image13.png,pedestrianCrossing,598,207,644,257,0,0,raw_videos/2021_0901_101325_073A.MOV,394,tracks/2021_0901_101325_073A-pedestrianCrossing-start320.MOV,74,8
GOPR0457-converted-006-pedestrianCrossing-start2305.mp4_image8.png,school,771,182,849,257,0,0,raw_videos/GOPR0457-converted-006.mp4,2389,tracks/GOPR0457-converted-006-pedestrianCrossing-start2305.mp4,84,1
GOPR0461-converted-010-pedestrianCrossing-start28665.mp4_image26.png,pedestrianCrossing,718,182,782,246,0,0,raw_videos/GOPR0461-converted-010.mp4,28979,tracks/GOPR0461-converted-010-pedestrianCrossing-start28665.mp4,314,8
GOPR0460-converted-007-pedestrianCrossing-start4065.mp4_image27.png,rampSpeedAdvisory30,730,278,769,321,0,0,raw_videos/GOPR0460-converted-007.mp4,4224,tracks/GOPR0460-converted-007-pedestrianCrossing-start4065.mp4,159,26
GOPR0460-converted-007-exitSpeedAdvisory30-start3900.mp4_image5.png,exitSpeedAdvisory30,748,250,781,312,0,0,raw_videos/GOPR0460-converted-007.mp4,3994,tracks/GOPR0460-converted-007-exitSpeedAdvisory30-start3900.mp4,94,22
GOPR0460-converted-007-addedLane-start29085.mp4_image4.png,addedLane,675,303,705,334,0,0,raw_videos/GOPR0460-converted-007.mp4,29114,tracks/GOPR0460-converted-007-addedLane-start29085.mp4,29,19
GOPR0458-converted-speedLimit25-start4565.mp4_image8.png,speedLimit25,497,366,520,399,0,0,raw_videos/GOPR0458-converted.mp4,4634,tracks/GOPR0458-converted-speedLimit25-start4565.mp4,69,13
2021_0819_170825_087A-noRightTurn-start12060.MOV_image22.png,doNotEnter,793,225,810,251,0,1,raw_videos/2021_0819_170825_087A.MOV,12154,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,94,10
2021_0823_113035_017B-keepLeft-start9250.MOV_image5.png,keepLeft,79,336,110,372,0,0,raw_videos/2021_0823_113035_017B.MOV,9269,tracks/2021_0823_113035_017B-keepLeft-start9250.MOV,19,18
2021_0826_155802_084A-keepRight-start7885.MOV_image8.png,keepRight,340,242,361,271,0,0,raw_videos/2021_0826_155802_084A.MOV,7919,tracks/2021_0826_155802_084A-keepRight-start7885.MOV,34,6
2021_0823_170831_037B-stop-start1190.MOV_image9.png,stop,191,330,216,356,0,0,raw_videos/2021_0823_170831_037B.MOV,1244,tracks/2021_0823_170831_037B-stop-start1190.MOV,54,14
2021_0901_101325_073A-doNotEnter-start3580.MOV_image6.png,keepRight,58,262,66,277,0,1,raw_videos/2021_0901_101325_073A.MOV,3704,tracks/2021_0901_101325_073A-doNotEnter-start3580.MOV,124,6
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image4.png,school,563,343,587,369,0,0,raw_videos/GOPR0453-converted.mp4,3760,tracks/GOPR0453-converted-pedestrianCrossing-start3696.mp4,64,1
2021_0826_155802_084A-keepRight-start11070.MOV_image12.png,keepRight,253,236,271,264,0,0,raw_videos/2021_0826_155802_084A.MOV,11129,tracks/2021_0826_155802_084A-keepRight-start11070.MOV,59,6
2021_0819_101027_083A-oneWay-start955.MOV_image2.png,oneWay,69,199,134,249,0,0,raw_videos/2021_0819_101027_083A.MOV,979,tracks/2021_0819_101027_083A-oneWay-start955.MOV,24,4
2021_0821_074733_056A-keepRight-start1115.MOV_image8.png,keepRight,182,127,239,203,0,0,raw_videos/2021_0821_074733_056A.MOV,1159,tracks/2021_0821_074733_056A-keepRight-start1115.MOV,44,6
GOPR0460-converted-007-merge-start25400.mp4_image0.png,merge,711,312,733,336,0,0,raw_videos/GOPR0460-converted-007.mp4,25404,tracks/GOPR0460-converted-007-merge-start25400.mp4,4,25
GOPR0460-converted-007-roadworkAhead-start3525.mp4_image4.png,pedestrianCrossing,650,306,664,330,0,1,raw_videos/GOPR0460-converted-007.mp4,3599,tracks/GOPR0460-converted-007-roadworkAhead-start3525.mp4,74,8
2021_0824_163113_046A-keepRight-start5225.MOV_image12.png,keepRight,154,234,179,267,0,0,raw_videos/2021_0824_163113_046A.MOV,5349,tracks/2021_0824_163113_046A-keepRight-start5225.MOV,124,6
GOPR0461-converted-010-keepRight-start29880.mp4_image4.png,keepRight,834,259,857,287,0,1,raw_videos/GOPR0461-converted-010.mp4,30014,tracks/GOPR0461-converted-010-keepRight-start29880.mp4,134,6
2021_0901_162912_096B-stop-start4065.MOV_image4.png,stop,97,320,119,343,0,0,raw_videos/2021_0901_162912_096B.MOV,4089,tracks/2021_0901_162912_096B-stop-start4065.MOV,24,14
GOPR0455-converted-005-roadworkAhead-start3775.mp4_image2.png,roadworkAhead,215,249,301,341,0,0,raw_videos/GOPR0455-converted-005.mp4,3894,tracks/GOPR0455-converted-005-roadworkAhead-start3775.mp4,119,2
2021_0901_101325_073A-speedLimit30-start1845.MOV_image0.png,speedLimit30,464,271,476,290,0,0,raw_videos/2021_0901_101325_073A.MOV,1869,tracks/2021_0901_101325_073A-speedLimit30-start1845.MOV,24,17
2021_0824_163113_046A-keepRight-start5225.MOV_image5.png,keepRight,117,211,155,257,0,0,raw_videos/2021_0824_163113_046A.MOV,5359,tracks/2021_0824_163113_046A-keepRight-start5225.MOV,134,6
GOPR0460-converted-007-addedLane-start19650.mp4_image1.png,addedLane,639,326,657,348,0,0,raw_videos/GOPR0460-converted-007.mp4,19674,tracks/GOPR0460-converted-007-addedLane-start19650.mp4,24,19
2021_0819_093026_075A-stop-start3036.MOV_image0.png,stop,758,189,793,237,0,1,raw_videos/2021_0819_093026_075A.MOV,3130,tracks/2021_0819_093026_075A-stop-start3036.MOV,94,14
GOPR0453-converted-workersAhead-start4457.mp4_image3.png,workersAhead,129,328,181,382,0,0,raw_videos/GOPR0453-converted.mp4,4531,tracks/GOPR0453-converted-workersAhead-start4457.mp4,74,3
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image40.png,doNotEnter,129,261,140,281,0,1,raw_videos/2021_0819_170825_087A.MOV,8809,tracks/2021_0819_170825_087A-pedestrianCrossing-start8640.MOV,169,10
2021_0819_101027_083A-curveRight-start4715.MOV_image10.png,curveRightOnly,850,205,876,258,0,0,raw_videos/2021_0819_101027_083A.MOV,4819,tracks/2021_0819_101027_083A-curveRight-start4715.MOV,104,36
GOPR0461-converted-010-keepRight-start26015.mp4_image15.png,keepRight,264,254,292,296,0,0,raw_videos/GOPR0461-converted-010.mp4,26244,tracks/GOPR0461-converted-010-keepRight-start26015.mp4,229,6
GOPR0462-converted-012-keepRight-start25090.mp4_image2.png,keepRight,877,340,887,362,0,1,raw_videos/GOPR0462-converted-012.mp4,25169,tracks/GOPR0462-converted-012-keepRight-start25090.mp4,79,6
2021_0901_101325_073A-speedLimit30-start1845.MOV_image1.png,speedLimit30,471,267,483,285,0,0,raw_videos/2021_0901_101325_073A.MOV,1874,tracks/2021_0901_101325_073A-speedLimit30-start1845.MOV,29,17
GOPR0462-converted-012-workersAhead-start3450.mp4_image20.png,oneWay,97,247,156,284,0,0,raw_videos/GOPR0462-converted-012.mp4,3749,tracks/GOPR0462-converted-012-workersAhead-start3450.mp4,299,4
2021_0821_074733_056A-noUTurn-start3385.MOV_image4.png,noUTurn,174,215,217,262,0,0,raw_videos/2021_0821_074733_056A.MOV,3419,tracks/2021_0821_074733_056A-noUTurn-start3385.MOV,34,12
GOPR0459-converted-009-noLeftTurn-start27490.mp4_image10.png,noUTurn,387,345,414,371,0,0,raw_videos/GOPR0459-converted-009.mp4,27574,tracks/GOPR0459-converted-009-noLeftTurn-start27490.mp4,84,12
GOPR0462-converted-012-leftLaneEnds-start3100.mp4_image0.png,laneEnds,430,389,462,421,0,0,raw_videos/GOPR0462-converted-012.mp4,3159,tracks/GOPR0462-converted-012-leftLaneEnds-start3100.mp4,59,15
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image88.png,oneWay,102,253,121,266,0,1,raw_videos/2021_0819_170825_087A.MOV,11729,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,2889,4
GOPR0460-converted-007-speedLimit55-start26065.mp4_image3.png,speedLimit55,811,292,832,324,0,0,raw_videos/GOPR0460-converted-007.mp4,26084,tracks/GOPR0460-converted-007-speedLimit55-start26065.mp4,19,24
2021_0819_101027_083A-roadworkAhead-start4320.MOV_image5.png,roadworkAhead,630,258,656,291,0,0,raw_videos/2021_0819_101027_083A.MOV,4408,tracks/2021_0819_101027_083A-roadworkAhead-start4320.MOV,88,2
GOPR0460-converted-007-shiftLeft-start22920.mp4_image1.png,shiftLeft,420,327,452,356,0,0,raw_videos/GOPR0460-converted-007.mp4,22934,tracks/GOPR0460-converted-007-shiftLeft-start22920.mp4,14,28
2021_0901_101325_073A-pedestrianCrossing-start320.MOV_image17.png,pedestrianCrossing,687,130,756,210,0,0,raw_videos/2021_0901_101325_073A.MOV,414,tracks/2021_0901_101325_073A-pedestrianCrossing-start320.MOV,94,8
GOPR0460-converted-007-bicycleCrossing-start2470.mp4_image0.png,bicycleCrossing,660,291,696,328,0,0,raw_videos/GOPR0460-converted-007.mp4,2539,tracks/GOPR0460-converted-007-bicycleCrossing-start2470.mp4,69,0
2021_0901_162912_096B-stop-start4065.MOV_image11.png,stop,228,331,248,351,0,0,raw_videos/2021_0901_162912_096B.MOV,4124,tracks/2021_0901_162912_096B-stop-start4065.MOV,59,14
2021_0819_101027_083A-speedLimit45-start2115.MOV_image10.png,speedLimit45,746,244,777,276,0,0,raw_videos/2021_0819_101027_083A.MOV,2184,tracks/2021_0819_101027_083A-speedLimit45-start2115.MOV,69,7
2021_0901_101325_073A-keepRight-start3135.MOV_image1.png,keepRight,774,234,791,261,0,1,raw_videos/2021_0901_101325_073A.MOV,3199,tracks/2021_0901_101325_073A-keepRight-start3135.MOV,64,6
2021_0826_155802_084A-keepRight-start10355.MOV_image7.png,keepRight,54,255,65,276,0,1,raw_videos/2021_0826_155802_084A.MOV,10404,tracks/2021_0826_155802_084A-keepRight-start10355.MOV,49,6
2021_0821_074733_056A-oneWay-start535.MOV_image3.png,oneWay,207,194,255,245,0,0,raw_videos/2021_0821_074733_056A.MOV,554,tracks/2021_0821_074733_056A-oneWay-start535.MOV,19,4
2021_0819_101027_083A-speedLimit45-start2115.MOV_image7.png,speedLimit45,626,265,650,292,0,0,raw_videos/2021_0819_101027_083A.MOV,2169,tracks/2021_0819_101027_083A-speedLimit45-start2115.MOV,54,7
GOPR0460-converted-007-pedestrianCrossing-start3240.mp4_image8.png,pedestrianCrossing,602,314,625,341,0,0,raw_videos/GOPR0460-converted-007.mp4,3354,tracks/GOPR0460-converted-007-pedestrianCrossing-start3240.mp4,114,8
GOPR0460-converted-007-speedLimit65-start12640.mp4_image3.png,speedLimit65,810,284,842,324,0,0,raw_videos/GOPR0460-converted-007.mp4,12669,tracks/GOPR0460-converted-007-speedLimit65-start12640.mp4,29,32
GOPR0460-converted-007-workersAhead-start2765.mp4_image2.png,workersAhead,663,239,716,308,0,0,raw_videos/GOPR0460-converted-007.mp4,2814,tracks/GOPR0460-converted-007-workersAhead-start2765.mp4,49,3
2021_0823_170831_037B-stop-start915.MOV_image0.png,stop,48,294,95,338,0,0,raw_videos/2021_0823_170831_037B.MOV,934,tracks/2021_0823_170831_037B-stop-start915.MOV,19,14
2021_0901_101325_073A-doNotBlock-start4290.MOV_image4.png,doNotBlock,877,202,900,242,0,0,raw_videos/2021_0901_101325_073A.MOV,4394,tracks/2021_0901_101325_073A-doNotBlock-start4290.MOV,104,9
2021_0820_171756_025A-stop-start1070.MOV_image0.png,stop,489,264,517,287,0,0,raw_videos/2021_0820_171756_025A.MOV,1189,tracks/2021_0820_171756_025A-stop-start1070.MOV,119,14
2021_0819_101027_083A-roadworkAhead-start4320.MOV_image8.png,roadworkAhead,668,252,697,288,0,0,raw_videos/2021_0819_101027_083A.MOV,4429,tracks/2021_0819_101027_083A-roadworkAhead-start4320.MOV,109,2
2021_0901_101325_073A-speedLimit25-start3805.MOV_image2.png,speedLimit25,700,262,713,280,0,0,raw_videos/2021_0901_101325_073A.MOV,3869,tracks/2021_0901_101325_073A-speedLimit25-start3805.MOV,64,13
GOPR0460-converted-007-laneEnds-start14250.mp4_image3.png,laneEnds,694,324,709,345,0,0,raw_videos/GOPR0460-converted-007.mp4,14269,tracks/GOPR0460-converted-007-laneEnds-start14250.mp4,19,15
2021_0823_170831_037B-stop-start1190.MOV_image5.png,stop,126,328,152,354,0,0,raw_videos/2021_0823_170831_037B.MOV,1224,tracks/2021_0823_170831_037B-stop-start1190.MOV,34,14
2021_0819_170825_087A-noRightTurn-start12060.MOV_image33.png,noRightTurn,615,281,627,293,0,0,raw_videos/2021_0819_170825_087A.MOV,12084,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,24,34
GOPR0458-converted-speedLimit45-start3300.mp4_image1.png,speedLimit45,589,341,613,370,0,0,raw_videos/GOPR0458-converted.mp4,3429,tracks/GOPR0458-converted-speedLimit45-start3300.mp4,129,7
2021_0821_074733_056A-keepRight-start1115.MOV_image1.png,keepRight,296,195,330,249,0,0,raw_videos/2021_0821_074733_056A.MOV,1154,tracks/2021_0821_074733_056A-keepRight-start1115.MOV,39,6
GOPR0457-converted-006-workersAhead-start2920.mp4_image14.png,oneWay,325,357,343,377,0,0,raw_videos/GOPR0457-converted-006.mp4,3229,tracks/GOPR0457-converted-006-workersAhead-start2920.mp4,309,4
2021_0819_101027_083A-noRightTurn-start5815.MOV_image12.png,noRightTurn,722,247,748,274,0,0,raw_videos/2021_0819_101027_083A.MOV,5894,tracks/2021_0819_101027_083A-noRightTurn-start5815.MOV,79,34
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image110.png,oneWay,59,249,78,264,0,1,raw_videos/2021_0819_170825_087A.MOV,11839,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,2999,4
GOPR0454-converted-011-keepRight-start27813.mp4_image14.png,keepRight,93,196,121,244,0,0,raw_videos/GOPR0454-converted-011.mp4,27927,tracks/GOPR0454-converted-011-keepRight-start27813.mp4,114,6
GOPR0460-converted-007-shiftRight-start24100.mp4_image1.png,shiftRight,860,277,893,318,0,0,raw_videos/GOPR0460-converted-007.mp4,24109,tracks/GOPR0460-converted-007-shiftRight-start24100.mp4,9,29
2021_0823_165831_035B-schoolAhead-start12260.MOV_image30.png,curveLeftOnly,19,150,66,223,0,0,raw_videos/2021_0823_165831_035B.MOV,12364,tracks/2021_0823_165831_035B-schoolAhead-start12260.MOV,104,38
GOPR0460-converted-007-addedLane-start19650.mp4_image0.png,addedLane,632,328,648,348,0,0,raw_videos/GOPR0460-converted-007.mp4,19669,tracks/GOPR0460-converted-007-addedLane-start19650.mp4,19,19
GOPR0458-converted-speedLimit25-start4565.mp4_image0.png,speedLimit25,167,383,185,410,0,1,raw_videos/GOPR0458-converted.mp4,4594,tracks/GOPR0458-converted-speedLimit25-start4565.mp4,29,13
GOPR0462-converted-012-pedestrianCrossing-start2490.mp4_image18.png,school,858,125,937,215,0,0,raw_videos/GOPR0462-converted-012.mp4,2939,tracks/GOPR0462-converted-012-pedestrianCrossing-start2490.mp4,449,1
GOPR0460-converted-007-shiftRight-start22635.mp4_image9.png,shiftRight,812,128,899,241,0,0,raw_videos/GOPR0460-converted-007.mp4,22704,tracks/GOPR0460-converted-007-shiftRight-start22635.mp4,69,29
GOPR0460-converted-007-roadworkAhead-start3525.mp4_image6.png,pedestrianCrossing,666,302,680,326,0,1,raw_videos/GOPR0460-converted-007.mp4,3609,tracks/GOPR0460-converted-007-roadworkAhead-start3525.mp4,84,8
GOPR0460-converted-007-speedLimit55-start16385.mp4_image7.png,speedLimit55,352,315,382,352,0,0,raw_videos/GOPR0460-converted-007.mp4,16419,tracks/GOPR0460-converted-007-speedLimit55-start16385.mp4,34,24
2021_0901_162612_094B-pedestrianCrossing-start1650.MOV_image7.png,pedestrianCrossing,189,366,203,385,0,1,raw_videos/2021_0901_162612_094B.MOV,1699,tracks/2021_0901_162612_094B-pedestrianCrossing-start1650.MOV,49,8
2021_0819_170825_087A-noRightTurn-start12060.MOV_image17.png,pedestrianCrossing,0,103,46,176,0,0,raw_videos/2021_0819_170825_087A.MOV,12244,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,184,8
2021_0826_155802_084A-keepRight-start7885.MOV_image10.png,keepRight,301,220,324,254,0,0,raw_videos/2021_0826_155802_084A.MOV,7929,tracks/2021_0826_155802_084A-keepRight-start7885.MOV,44,6
2021_0819_101027_083A-workersAhead-start4595.MOV_image12.png,workersAhead,708,241,747,282,1,0,raw_videos/2021_0819_101027_083A.MOV,4669,tracks/2021_0819_101027_083A-workersAhead-start4595.MOV,74,3
GOPR0458-converted-speedLimit45-start3300.mp4_image2.png,speedLimit45,597,329,621,360,0,0,raw_videos/GOPR0458-converted.mp4,3434,tracks/GOPR0458-converted-speedLimit45-start3300.mp4,134,7
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image5.png,noLeftOrUTurn,267,194,298,231,0,0,raw_videos/2021_0819_170825_087A.MOV,8889,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,49,33
GOPR0455-converted-005-roadworkAhead-start3775.mp4_image10.png,workersAhead,49,155,154,299,0,0,raw_videos/GOPR0455-converted-005.mp4,4039,tracks/GOPR0455-converted-005-roadworkAhead-start3775.mp4,264,3
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image4.png,noLeftOrUTurn,267,194,298,231,0,0,raw_videos/2021_0819_170825_087A.MOV,8884,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,44,33
2021_0820_171756_025A-stop-start1070.MOV_image4.png,stop,499,256,532,285,0,0,raw_videos/2021_0820_171756_025A.MOV,1209,tracks/2021_0820_171756_025A-stop-start1070.MOV,139,14
GOPR0461-converted-010-pedestrianCrossing-start28665.mp4_image19.png,pedestrianCrossing,621,285,644,311,0,0,raw_videos/GOPR0461-converted-010.mp4,28944,tracks/GOPR0461-converted-010-pedestrianCrossing-start28665.mp4,279,8
2021_0818_121908_066B-doNotEnter-start10545.MOV_image7.png,doNotEnter,175,236,232,297,0,1,raw_videos/2021_0818_121908_066B.MOV,10594,tracks/2021_0818_121908_066B-doNotEnter-start10545.MOV,49,10
GOPR0462-converted-012-pedestrianCrossing-start27275.mp4_image19.png,pedestrianCrossing,681,359,705,385,0,0,raw_videos/GOPR0462-converted-012.mp4,27529,tracks/GOPR0462-converted-012-pedestrianCrossing-start27275.mp4,254,8
GOPR0460-converted-007-laneEnds-start17805.mp4_image9.png,laneEnds,744,318,763,337,0,0,raw_videos/GOPR0460-converted-007.mp4,17819,tracks/GOPR0460-converted-007-laneEnds-start17805.mp4,14,15
2021_0824_163113_046A-pedestrianCrossing-start9275.MOV_image8.png,pedestrianCrossing,620,247,657,280,0,0,raw_videos/2021_0824_163113_046A.MOV,9529,tracks/2021_0824_163113_046A-pedestrianCrossing-start9275.MOV,254,8
2021_0821_074733_056A-oneWay-start780.MOV_image1.png,oneWay,105,172,168,228,0,0,raw_videos/2021_0821_074733_056A.MOV,794,tracks/2021_0821_074733_056A-oneWay-start780.MOV,14,4
2021_0818_121908_066B-doNotEnter-start10545.MOV_image3.png,doNotEnter,75,238,132,299,0,1,raw_videos/2021_0818_121908_066B.MOV,10574,tracks/2021_0818_121908_066B-doNotEnter-start10545.MOV,29,10
2021_0823_165831_035B-schoolAhead-start12260.MOV_image2.png,curveRightOnly,609,218,654,275,0,0,raw_videos/2021_0823_165831_035B.MOV,12314,tracks/2021_0823_165831_035B-schoolAhead-start12260.MOV,54,36
2021_0818_115908_062B-doNotEnter-start9185.MOV_image0.png,doNotEnter,722,177,772,238,0,1,raw_videos/2021_0818_115908_062B.MOV,9194,tracks/2021_0818_115908_062B-doNotEnter-start9185.MOV,9,10
2021_0826_155802_084A-keepRight-start7885.MOV_image5.png,keepRight,374,258,389,283,0,0,raw_videos/2021_0826_155802_084A.MOV,7904,tracks/2021_0826_155802_084A-keepRight-start7885.MOV,19,6
GOPR0460-converted-007-speedLimit55-start13525.mp4_image1.png,speedLimit55,694,320,711,345,0,0,raw_videos/GOPR0460-converted-007.mp4,13549,tracks/GOPR0460-converted-007-speedLimit55-start13525.mp4,24,24
2021_0820_171756_025A-stop-start1070.MOV_image13.png,stop,557,234,611,279,0,0,raw_videos/2021_0820_171756_025A.MOV,1254,tracks/2021_0820_171756_025A-stop-start1070.MOV,184,14
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image3.png,noLeftOrUTurn,351,234,373,258,0,0,raw_videos/2021_0819_170825_087A.MOV,8774,tracks/2021_0819_170825_087A-pedestrianCrossing-start8640.MOV,134,33
2021_0819_102141_085A-stop-start1820.MOV_image3.png,stop,795,184,834,235,0,1,raw_videos/2021_0819_102141_085A.MOV,2104,tracks/2021_0819_102141_085A-stop-start1820.MOV,284,14
2021_0819_101027_083A-roadworkAhead-start4320.MOV_image12.png,roadworkAhead,748,233,781,279,0,0,raw_videos/2021_0819_101027_083A.MOV,4454,tracks/2021_0819_101027_083A-roadworkAhead-start4320.MOV,134,2
2021_0826_155802_084A-keepRight-start11070.MOV_image1.png,keepRight,733,265,746,287,0,1,raw_videos/2021_0826_155802_084A.MOV,11079,tracks/2021_0826_155802_084A-keepRight-start11070.MOV,9,6
2021_0824_163113_046A-keepRight-start5225.MOV_image9.png,keepRight,135,256,159,285,0,0,raw_videos/2021_0824_163113_046A.MOV,5319,tracks/2021_0824_163113_046A-keepRight-start5225.MOV,94,6
GOPR0460-converted-007-laneEnds-start14250.mp4_image5.png,laneEnds,728,311,752,337,0,0,raw_videos/GOPR0460-converted-007.mp4,14279,tracks/GOPR0460-converted-007-laneEnds-start14250.mp4,29,15
GOPR0458-converted-stop-start0.mp4_image5.png,stop,701,325,729,356,0,0,raw_videos/GOPR0458-converted.mp4,139,tracks/GOPR0458-converted-stop-start0.mp4,139,14
2021_0819_101027_083A-noRightTurn-start5815.MOV_image11.png,noRightTurn,695,253,719,278,0,0,raw_videos/2021_0819_101027_083A.MOV,5889,tracks/2021_0819_101027_083A-noRightTurn-start5815.MOV,74,34
2021_0821_074733_056A-speedLimit30-start12510.MOV_image24.png,speedLimit30,657,240,702,283,0,0,raw_videos/2021_0821_074733_056A.MOV,12629,tracks/2021_0821_074733_056A-speedLimit30-start12510.MOV,119,17
GOPR0461-converted-010-pedestrianCrossing-start28665.mp4_image18.png,pedestrianCrossing,616,291,638,315,0,0,raw_videos/GOPR0461-converted-010.mp4,28939,tracks/GOPR0461-converted-010-pedestrianCrossing-start28665.mp4,274,8
GOPR0460-converted-007-laneEnds-start19015.mp4_image5.png,laneEnds,764,304,790,336,0,0,raw_videos/GOPR0460-converted-007.mp4,19059,tracks/GOPR0460-converted-007-laneEnds-start19015.mp4,44,15
2021_0819_101027_083A-workersAhead-start4595.MOV_image2.png,workersAhead,607,260,631,294,0,0,raw_videos/2021_0819_101027_083A.MOV,4639,tracks/2021_0819_101027_083A-workersAhead-start4595.MOV,44,3
GOPR0460-converted-007-pedestrianCrossing-start3240.mp4_image0.png,pedestrianCrossing,585,331,602,349,0,0,raw_videos/GOPR0460-converted-007.mp4,3319,tracks/GOPR0460-converted-007-pedestrianCrossing-start3240.mp4,79,8
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image2.png,exitSpeedAdvisory25,705,313,724,337,0,0,raw_videos/GOPR0460-converted-007.mp4,15304,tracks/GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,24,21
2021_0819_092103_074B-doNotEnter-start8665.MOV_image4.png,doNotEnter,614,264,639,317,0,1,raw_videos/2021_0819_092103_074B.MOV,8709,tracks/2021_0819_092103_074B-doNotEnter-start8665.MOV,44,10
2021_0901_162912_096B-stop-start4065.MOV_image10.png,stop,211,329,232,351,0,0,raw_videos/2021_0901_162912_096B.MOV,4119,tracks/2021_0901_162912_096B-stop-start4065.MOV,54,14
2021_0821_074733_056A-speedLimit30-start12510.MOV_image46.png,speedLimit30,790,207,824,260,0,0,raw_videos/2021_0821_074733_056A.MOV,12669,tracks/2021_0821_074733_056A-speedLimit30-start12510.MOV,159,17
2021_0818_121908_066B-doNotEnter-start10545.MOV_image5.png,doNotEnter,127,238,185,299,0,1,raw_videos/2021_0818_121908_066B.MOV,10584,tracks/2021_0818_121908_066B-doNotEnter-start10545.MOV,39,10
GOPR0462-converted-012-leftLaneEnds-start3100.mp4_image1.png,laneEnds,418,389,449,422,0,0,raw_videos/GOPR0462-converted-012.mp4,3164,tracks/GOPR0462-converted-012-leftLaneEnds-start3100.mp4,64,15
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image85.png,doNotEnter,15,254,27,278,0,1,raw_videos/2021_0819_170825_087A.MOV,11864,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,3024,10
2021_0819_093026_075A-stop-start3036.MOV_image4.png,stop,865,164,908,226,0,1,raw_videos/2021_0819_093026_075A.MOV,3150,tracks/2021_0819_093026_075A-stop-start3036.MOV,114,14
GOPR0462-converted-012-roadWorkAhead-start31685.mp4_image2.png,roadworkAhead,714,347,808,444,0,0,raw_videos/GOPR0462-converted-012.mp4,31804,tracks/GOPR0462-converted-012-roadWorkAhead-start31685.mp4,119,2
2021_0824_163113_046A-pedestrianCrossing-start9275.MOV_image0.png,keepRight,157,219,184,252,0,0,raw_videos/2021_0824_163113_046A.MOV,9354,tracks/2021_0824_163113_046A-pedestrianCrossing-start9275.MOV,79,6
2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV_image70.png,doNotEnter,107,264,117,285,0,1,raw_videos/2021_0819_170825_087A.MOV,11784,tracks/2021_0819_170825_087A-noLeftOrUTurn-start8840.MOV,2944,10
2021_0823_113035_017B-keepLeft-start9250.MOV_image2.png,keepLeft,50,326,86,368,0,0,raw_videos/2021_0823_113035_017B.MOV,9264,tracks/2021_0823_113035_017B-keepLeft-start9250.MOV,14,18
GOPR0460-converted-007-addedLane-start15610.mp4_image7.png,addedLane,885,269,930,325,0,0,raw_videos/GOPR0460-converted-007.mp4,15654,tracks/GOPR0460-converted-007-addedLane-start15610.mp4,44,19
